Name,State,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,F72,F73,F74,F75,F76,F77,F78,F79,F80,F81,F82,F83,F84,F85,F86,F87,F88,F89,F90,F91,F92,F93,F94,F95,F96,F97,F98,F99,F100
NCGC00016353-08,0,2310.278342,2373.00151,3073.670909,3022.999376,2446.08836,1912.935522,1772.297613,1216.396634,855.324648,5801.037813,7129.876267,9445.841613,9550.24792,7762.348919,6258.267303,5771.104728,5211.882738,4079.422486,220.627704,223.364448,373.617612,459.005136,441.73408,335.389136,259.669932,287.518936,229.815056,39.84350157,49.68704063,68.80646944,71.5101348,57.83377686,46.09921845,43.84246948,42.01203241,35.27134542,4750.645332,4277.507253,7554.146555,9814.128411,9462.45739,7107.595335,5329.329234,6176.344571,5174.87073,127.3333333,92.02777778,151.5,174.0277778,180.4444444,131,125.5,102.8333333,65.83333333,79.66477041,81.82763828,62.72797773,49.55736682,42.91383088,44.4868726,52.12640038,32.01043774,26.72889525,200.0357867,245.8578023,192.7722778,156.5614413,136.18156,145.5411001,169.7383744,137.1548089,127.4819527,7.607851862,7.702222345,7.624849224,7.524674361,7.749720702,7.799747349,7.637350941,7.566287789,7.1817205,1.373913847,1.713346229,1.404213662,1.172297292,1.014627664,1.072074848,1.289484397,1.1055798,1.102229544,163.8153563,147.5002501,154.1662562,160.887351,166.0080244,165.2929148,156.7449775,162.5353834,161.7147103,4.390804598
NCGC00016354-03,0,2369.03423,2384.816302,3108.399581,3050.652896,2447.78384,1922.722218,1823.930541,1208.068562,871.159344,5743.030672,7019.676669,9263.459495,9274.307841,7442.52223,6063.082319,5630.2338,5029.574598,3936.499902,217.05932,217.54108,362.307836,449.680832,417.709688,316.097736,255.91398,269.83976,226.345224,38.83209267,48.25720402,66.25299222,67.89031755,53.8223938,43.59878833,42.25093317,40.44483644,33.26273248,4539.938903,4057.094272,7195.47636,9462.339613,8751.148286,6574.322486,5151.257057,5795.66102,4986.519477,146.3333333,93.36111111,156.8333333,182.0277778,181.7777778,130.6666667,144.8333333,95.33333333,71.33333333,84.60836536,85.17201079,66.1361613,51.70598129,46.18460075,48.06805545,55.27062245,33.55746006,28.10191432,205.1082383,250.7027382,197.0948829,157.1916583,140.4249477,151.577058,170.6131455,139.7104055,126.9838678,7.752118571,7.769324286,7.708677362,7.621709017,7.881314868,7.9024434,7.754969091,7.495548889,7.301458839,1.386860452,1.723471572,1.409638132,1.150683348,1.015516864,1.089969708,1.280331308,1.123467679,1.07299137,162.1406751,144.896224,153.0952417,160.3786375,165.1160054,164.3580621,156.0986987,160.9905839,160.855467,5.226190476
NCGC00016354-11,0,2369.03423,2384.816302,3108.399581,3050.652896,2447.78384,1922.722218,1823.930541,1208.068562,871.159344,5743.030672,7019.676669,9263.459495,9274.307841,7442.52223,6063.082319,5630.2338,5029.574598,3936.499902,217.05932,217.54108,362.307836,449.680832,417.709688,316.097736,255.91398,269.83976,226.345224,38.83209267,48.25720402,66.25299222,67.89031755,53.8223938,43.59878833,42.25093317,40.44483644,33.26273248,4539.938903,4057.094272,7195.47636,9462.339613,8751.148286,6574.322486,5151.257057,5795.66102,4986.519477,146.3333333,93.36111111,156.8333333,182.0277778,181.7777778,130.6666667,144.8333333,95.33333333,71.33333333,84.60836536,85.17201079,66.1361613,51.70598129,46.18460075,48.06805545,55.27062245,33.55746006,28.10191432,205.1082383,250.7027382,197.0948829,157.1916583,140.4249477,151.577058,170.6131455,139.7104055,126.9838678,7.752118571,7.769324286,7.708677362,7.621709017,7.881314868,7.9024434,7.754969091,7.495548889,7.301458839,1.386860452,1.723471572,1.409638132,1.150683348,1.015516864,1.089969708,1.280331308,1.123467679,1.07299137,162.1406751,144.896224,153.0952417,160.3786375,165.1160054,164.3580621,156.0986987,160.9905839,160.855467,5.226190476
NCGC00016357-01,0,50621.46367,6865.54905,12233.8343,19046.08712,59659.9178,12086.4534,15627.74153,5590.965364,6042.533464,8879.468415,8881.162672,13350.95212,16552.26765,16954.1427,12059.74001,11204.05398,6962.057458,3601.320605,223.624164,224.756884,370.30376,500.218092,545.518584,465.867048,391.958372,308.921088,209.784732,124.3771629,74.02069138,120.6836033,162.8654415,225.7148833,118.9201184,115.9126292,80.06215979,39.96171534,4523.578882,4176.705336,7192.721481,9944.614005,10841.51755,9682.716904,7787.256049,6309.607595,4615.955743,147.0956361,92.29111111,154.6821481,176.0168889,206.160525,175.3691852,153.4234074,148.8028148,78.08977778,1745.567713,236.7430707,249.6700877,288.5770775,840.2805324,198.1385803,306.4263046,139.7741341,223.7975357,306.188566,306.2469887,272.4684107,250.7919341,238.7907423,197.7006559,219.687333,174.0514365,133.3822446,7.711178069,7.750237379,7.557219592,7.579062,7.683360338,7.637164721,7.685458275,7.7230272,7.769804889,4.288867685,2.552437634,2.46293068,2.467658205,3.179082863,1.949510138,2.272796651,2.001553995,1.480063531,155.9854787,144.0243219,146.7902343,150.6759698,152.6974303,158.733064,152.6912951,157.7401899,170.9613238,5.072263315
NCGC00016358-01,0,2135.841067,1981.124995,2976.966663,2350.435303,1925.802097,1566.906699,597.050442,34.286112,0,3502.999097,4128.345567,5651.189177,5205.371477,3792.935719,2707.47707,1244.428848,226.1947501,0,151.33454,147.549108,235.26174,289.08566,216.8289,161.020764,105.944832,32.379264,0,20.59288943,24.44682581,35.19149629,32.69976166,23.77591461,16.07770852,8.446439288,1.958761782,0,3017.997445,2873.760825,4606.354909,5851.101935,4424.080164,3240.301077,2207.934007,740.2038574,0,197.8611111,84.05555556,169.0555556,180.1944444,178.9444444,165.5,112.3333333,16,0,125.6377098,116.5367644,110.2580246,71.22531221,77.03208388,87.05037217,49.7542035,8.571528,0,206.0587704,242.8438569,209.3033028,157.7385296,151.7174288,150.4153928,103.702404,56.54868753,0,8.902031765,8.679359294,8.713397778,8.760171515,8.673156,8.945598,8.828736,8.094816,0,1.211346437,1.438048577,1.303388752,0.990901869,0.951036584,0.893206029,0.703869941,0.489690445,0,177.5292615,169.0447544,170.6057374,177.3061192,176.9632066,180.0167265,183.9945006,185.0509644,0,11.63888889
NCGC00016360-01,0,2399.562343,2601.2305,3412.300656,3149.492081,2165.922547,1962.487191,1842.654799,1600.522781,1153.151422,6311.50621,7758.02464,10470.98099,10202.24518,7679.565214,6536.284707,6494.740877,6044.48605,4331.413301,205.351708,215.89348,338.408232,420.638132,394.07326,303.897924,244.339012,244.29158,224.178952,42.87746286,53.0574754,73.42877939,74.69993005,59.0351419,49.96638098,48.55517374,46.54232517,34.9835737,4238.241025,3977.888916,6439.491691,8452.472242,8352.869888,6582.875169,5044.877023,5033.943197,4959.878817,106.8333333,94.58333333,143.3333333,166.2222222,133.8333333,105.6666667,86.11111111,91.83333333,77.66666667,88.87267937,92.90108929,77.55228764,57.26349238,41.65235667,47.86554124,55.83802421,48.50069033,37.19843297,233.7594893,277.0723086,237.9768406,185.4953669,147.6839464,159.4215782,196.8103296,183.1662439,139.7230097,7.605618815,7.710481429,7.691096182,7.647966036,7.578331923,7.412144488,7.404212485,7.402775152,7.231579097,1.58805418,1.894909836,1.668835895,1.358180546,1.13529119,1.218692219,1.471368901,1.41037349,1.128502377,156.9718898,142.0674613,146.3520839,153.6813135,160.6321132,160.5579309,152.8750613,152.5437333,159.9960909,3.956790123
NCGC00016360-06,0,2399.562343,2601.2305,3412.300656,3149.492081,2165.922547,1962.487191,1842.654799,1600.522781,1153.151422,6311.50621,7758.02464,10470.98099,10202.24518,7679.565214,6536.284707,6494.740877,6044.48605,4331.413301,205.351708,215.89348,338.408232,420.638132,394.07326,303.897924,244.339012,244.29158,224.178952,42.87746286,53.0574754,73.42877939,74.69993005,59.0351419,49.96638098,48.55517374,46.54232517,34.9835737,4238.241025,3977.888916,6439.491691,8452.472242,8352.869888,6582.875169,5044.877023,5033.943197,4959.878817,106.8333333,94.58333333,143.3333333,166.2222222,133.8333333,105.6666667,86.11111111,91.83333333,77.66666667,88.87267937,92.90108929,77.55228764,57.26349238,41.65235667,47.86554124,55.83802421,48.50069033,37.19843297,233.7594893,277.0723086,237.9768406,185.4953669,147.6839464,159.4215782,196.8103296,183.1662439,139.7230097,7.605618815,7.710481429,7.691096182,7.647966036,7.578331923,7.412144488,7.404212485,7.402775152,7.231579097,1.58805418,1.894909836,1.668835895,1.358180546,1.13529119,1.218692219,1.471368901,1.41037349,1.128502377,156.9718898,142.0674613,146.3520839,153.6813135,160.6321132,160.5579309,152.8750613,152.5437333,159.9960909,3.956790123
NCGC00016361-07,0,1871.389595,1845.648643,2487.700462,2105.334351,1548.815344,1224.853758,694.045219,503.67279,76.615056,4343.984641,5184.234199,6764.859757,6571.966839,5032.555818,3832.836767,2466.37837,1195.652956,442.7911389,157.695372,157.966268,240.670552,297.073588,257.529864,199.024896,161.552476,98.885376,45.002304,28.80912414,34.93803046,46.85697905,46.66669126,38.02469275,29.02732512,19.38138817,9.549011574,3.252616254,3260.756351,2976.247043,4734.960181,6007.852511,5551.368539,4202.340864,3521.161267,2245.708369,893.8596545,128.5833333,77.16666667,122.2777778,145.6111111,107.1666667,96.44444444,69.5,67.66666667,27,93.56947975,92.28243215,80.248402,56.90092841,45.55339247,47.10975992,33.04977233,38.74406077,15.3230112,217.1992321,259.2117099,218.2212825,177.6207254,148.0163476,147.4167987,117.4465891,91.97330427,88.55822777,7.8847686,7.8983134,7.763566194,8.029015892,7.574407765,7.654803692,7.692975048,7.606567385,9.0004608,1.440456207,1.746901523,1.511515453,1.261261926,1.118373316,1.116435582,0.922923246,0.734539352,0.650523251,163.0378176,148.8123522,152.740651,162.3743922,163.2755453,161.6284948,167.6743461,172.7467976,178.7719309,6.429166667
NCGC00016361-12,0,1871.389595,1845.648643,2487.700462,2105.334351,1548.815344,1224.853758,694.045219,503.67279,76.615056,4343.984641,5184.234199,6764.859757,6571.966839,5032.555818,3832.836767,2466.37837,1195.652956,442.7911389,157.695372,157.966268,240.670552,297.073588,257.529864,199.024896,161.552476,98.885376,45.002304,28.80912414,34.93803046,46.85697905,46.66669126,38.02469275,29.02732512,19.38138817,9.549011574,3.252616254,3260.756351,2976.247043,4734.960181,6007.852511,5551.368539,4202.340864,3521.161267,2245.708369,893.8596545,128.5833333,77.16666667,122.2777778,145.6111111,107.1666667,96.44444444,69.5,67.66666667,27,93.56947975,92.28243215,80.248402,56.90092841,45.55339247,47.10975992,33.04977233,38.74406077,15.3230112,217.1992321,259.2117099,218.2212825,177.6207254,148.0163476,147.4167987,117.4465891,91.97330427,88.55822777,7.8847686,7.8983134,7.763566194,8.029015892,7.574407765,7.654803692,7.692975048,7.606567385,9.0004608,1.440456207,1.746901523,1.511515453,1.261261926,1.118373316,1.116435582,0.922923246,0.734539352,0.650523251,163.0378176,148.8123522,152.740651,162.3743922,163.2755453,161.6284948,167.6743461,172.7467976,178.7719309,6.429166667
NCGC00016362-01,0,7393.619082,7756.625854,9032.451273,9263.303509,8567.01695,8285.28244,8174.078579,7616.953821,7398.992847,16976.55823,21099.43167,27109.05231,28489.95333,28223.03388,27057.99275,25652.92227,25518.38455,23925.68168,739.364584,749.918528,1385.964468,1593.066796,1505.424048,1745.565768,1437.801812,1373.044748,1575.375836,115.516728,143.4270164,191.5344628,212.4336611,217.8284234,205.6378595,193.8292142,198.5684254,181.3260606,15855.67045,14116.63293,28050.45028,33566.46736,32443.58268,38334.9851,30206.13783,29576.92367,34491.6654,310.3333333,264.2777778,470.3333333,540.6111111,452.1111111,529.4166667,482.5833333,398.75,483.5833333,77.82756928,81.6486932,52.51425159,45.85793816,42.62197488,36.66054177,44.66709606,41.39648816,36.44824063,178.7006129,222.0992807,157.6107692,141.0393729,140.4131039,119.7256316,140.1799031,138.6868725,117.8605009,7.782785095,7.893879242,8.057932953,7.886469287,7.489671881,7.723742336,7.856840503,7.462199717,7.760472099,1.215965557,1.509758068,1.113572458,1.051651788,1.0837235,0.909902033,1.059176034,1.079176225,0.893231826,166.9017942,148.5961361,163.0840133,166.1706305,161.4108591,169.6238279,165.0608625,160.7441504,169.9096818,3.266666667
NCGC00016362-05,0,7393.619082,7756.625854,9032.451273,9263.303509,8567.01695,8285.28244,8174.078579,7616.953821,7398.992847,16976.55823,21099.43167,27109.05231,28489.95333,28223.03388,27057.99275,25652.92227,25518.38455,23925.68168,739.364584,749.918528,1385.964468,1593.066796,1505.424048,1745.565768,1437.801812,1373.044748,1575.375836,115.516728,143.4270164,191.5344628,212.4336611,217.8284234,205.6378595,193.8292142,198.5684254,181.3260606,15855.67045,14116.63293,28050.45028,33566.46736,32443.58268,38334.9851,30206.13783,29576.92367,34491.6654,310.3333333,264.2777778,470.3333333,540.6111111,452.1111111,529.4166667,482.5833333,398.75,483.5833333,77.82756928,81.6486932,52.51425159,45.85793816,42.62197488,36.66054177,44.66709606,41.39648816,36.44824063,178.7006129,222.0992807,157.6107692,141.0393729,140.4131039,119.7256316,140.1799031,138.6868725,117.8605009,7.782785095,7.893879242,8.057932953,7.886469287,7.489671881,7.723742336,7.856840503,7.462199717,7.760472099,1.215965557,1.509758068,1.113572458,1.051651788,1.0837235,0.909902033,1.059176034,1.079176225,0.893231826,166.9017942,148.5961361,163.0840133,166.1706305,161.4108591,169.6238279,165.0608625,160.7441504,169.9096818,3.266666667
NCGC00016366-01,0,3070.255572,3529.939162,5040.18097,5762.325221,5882.301413,5877.247417,4549.17332,2607.261308,864.364915,8735.767815,11340.54691,16970.32291,19946.80924,20750.03634,21767.5472,19572.57606,12844.06045,5286.095956,300.370384,323.83016,566.615264,817.621108,894.271732,938.321036,964.281184,829.440688,470.885228,61.390275,80.42802218,124.4415446,151.0874781,157.5292272,168.6437494,162.0936682,114.9591513,52.12791721,6562.260451,6181.90656,11306.09748,17297.14884,18797.92323,19827.0623,21192.14778,19355.70969,11576.65215,121.1458333,116.5,188.8055556,264.25,310.625,320.4166667,277.8333333,209,106,74.88428224,82.09160842,66.31817066,51.91283983,49.01917844,46.27753872,33.94905463,22.28428468,12.90096888,213.0675077,263.7336492,223.2937225,179.7009841,172.9169695,171.3980095,146.0640004,109.7782945,78.89695457,7.326106927,7.530933953,7.455464,7.365955928,7.452264433,7.388354614,7.196128239,7.08923665,7.028137731,1.497323781,1.87041912,1.637388745,1.361148451,1.31274356,1.327903539,1.20965424,0.982556849,0.778028615,160.0551329,143.7652688,148.7644406,155.8301697,156.6493602,156.1186008,158.1503566,165.4334161,172.785853,2.954776423
NCGC00016366-04,0,3070.255572,3529.939162,5040.18097,5762.325221,5882.301413,5877.247417,4549.17332,2607.261308,864.364915,8735.767815,11340.54691,16970.32291,19946.80924,20750.03634,21767.5472,19572.57606,12844.06045,5286.095956,300.370384,323.83016,566.615264,817.621108,894.271732,938.321036,964.281184,829.440688,470.885228,61.390275,80.42802218,124.4415446,151.0874781,157.5292272,168.6437494,162.0936682,114.9591513,52.12791721,6562.260451,6181.90656,11306.09748,17297.14884,18797.92323,19827.0623,21192.14778,19355.70969,11576.65215,121.1458333,116.5,188.8055556,264.25,310.625,320.4166667,277.8333333,209,106,74.88428224,82.09160842,66.31817066,51.91283983,49.01917844,46.27753872,33.94905463,22.28428468,12.90096888,213.0675077,263.7336492,223.2937225,179.7009841,172.9169695,171.3980095,146.0640004,109.7782945,78.89695457,7.326106927,7.530933953,7.455464,7.365955928,7.452264433,7.388354614,7.196128239,7.08923665,7.028137731,1.497323781,1.87041912,1.637388745,1.361148451,1.31274356,1.327903539,1.20965424,0.982556849,0.778028615,160.0551329,143.7652688,148.7644406,155.8301697,156.6493602,156.1186008,158.1503566,165.4334161,172.785853,2.954776423
NCGC00016367-01,0,5812.757757,5655.897826,7554.901251,7112.870033,7135.554887,6071.655369,4651.585762,4343.162688,3996.644531,8915.259278,10759.70471,14860.65618,14930.1224,14355.53441,13160.20483,11540.46366,10352.89713,8336.794686,300.217926,301.979796,493.888184,613.793587,608.27476,548.053194,475.33263,429.43181,392.838664,65.70168776,76.59977569,107.4426803,111.6025447,103.0058299,92.85008804,87.49677857,78.11082261,60.26494445,5827.892337,5440.667343,9141.373746,11989.57483,11874.62163,10746.55007,9407.164045,8689.272578,7774.911447,309.4140089,126.6805556,314.6975309,309.0063443,342.8055556,370.9398148,232.1141975,188.2978395,279.7268519,161.4654933,152.8621034,125.9150209,94.83826711,97.74732722,90.62172193,78.84043664,78.96659433,83.26342773,247.6460911,290.8028301,247.677603,199.0682987,196.6511563,196.4209677,195.601079,188.2344932,173.6832226,8.339386833,8.161616108,8.231469733,8.183914493,8.332530959,8.179898418,8.056485254,7.807851091,8.184138833,1.825046882,2.070264208,1.790711339,1.488033929,1.411038765,1.38582221,1.482996247,1.420196775,1.255519676,161.8858983,147.0450633,152.3562291,159.8609977,162.6660498,160.3962697,159.4434584,157.9867741,161.9773218,8.594833581
NCGC00016367-08,0,5812.757757,5655.897826,7554.901251,7112.870033,7135.554887,6071.655369,4651.585762,4343.162688,3996.644531,8915.259278,10759.70471,14860.65618,14930.1224,14355.53441,13160.20483,11540.46366,10352.89713,8336.794686,300.217926,301.979796,493.888184,613.793587,608.27476,548.053194,475.33263,429.43181,392.838664,65.70168776,76.59977569,107.4426803,111.6025447,103.0058299,92.85008804,87.49677857,78.11082261,60.26494445,5827.892337,5440.667343,9141.373746,11989.57483,11874.62163,10746.55007,9407.164045,8689.272578,7774.911447,309.4140089,126.6805556,314.6975309,309.0063443,342.8055556,370.9398148,232.1141975,188.2978395,279.7268519,161.4654933,152.8621034,125.9150209,94.83826711,97.74732722,90.62172193,78.84043664,78.96659433,83.26342773,247.6460911,290.8028301,247.677603,199.0682987,196.6511563,196.4209677,195.601079,188.2344932,173.6832226,8.339386833,8.161616108,8.231469733,8.183914493,8.332530959,8.179898418,8.056485254,7.807851091,8.184138833,1.825046882,2.070264208,1.790711339,1.488033929,1.411038765,1.38582221,1.482996247,1.420196775,1.255519676,161.8858983,147.0450633,152.3562291,159.8609977,162.6660498,160.3962697,159.4434584,157.9867741,161.9773218,8.594833581
NCGC00016371-01,0,6857.037412,5517.840946,6802.22165,8638.292203,9096.437554,8695.724578,4114.338987,258.991488,4.064256,6281.291722,7247.446435,10669.49664,11995.50731,10521.348,8238.259545,4792.732542,1316.463462,124.3349777,201.002964,190.027124,319.521736,395.687036,394.040697,334.988271,269.165142,140.336064,26.873856,50.71869343,54.54477782,77.59256985,91.87942621,81.8749383,60.69655783,33.01275527,11.00847638,1.778451619,3585.535788,3248.407582,5460.613492,6920.406293,7097.263576,6028.220151,4735.788313,2994.553194,739.6706081,256.9428631,56.12139918,310.867284,234.0381039,227.6798983,150.2416552,380.2345679,76.69135802,4,311.6835187,250.8109521,188.9506014,191.962049,206.7372171,235.0195832,152.3829254,16.186968,1.016064,285.5132601,329.4293834,296.3749067,266.566829,239.1215456,222.6556634,177.5086127,82.27896635,31.08374443,9.136498364,8.637596545,8.875603778,8.793045244,8.955470386,9.053737054,9.969079333,8.771004,6.718464,2.305395156,2.479308083,2.155349162,2.041765027,1.860794052,1.640447509,1.22269464,0.688029774,0.444612905,162.9788994,147.6548901,151.6837081,153.7868065,161.3014449,162.9248689,175.3995671,187.1595746,184.917652,11.67922105
NCGC00016372-07,0,8216.931312,6254.780391,5606.639044,5466.983959,5120.329136,5423.781847,2465.971382,145.142928,2.032128,4972.671175,5930.242229,8358.295731,8837.615283,7311.141589,4824.779436,2724.984052,738.1226756,62.16748886,183.795668,175.757584,266.315636,335.833568,365.356448,273.245472,190.63674,85.240512,13.436928,43.04640143,44.18663689,60.29356183,64.12550389,50.83908779,32.87002009,14.31550883,4.812911874,0.88922581,3290.036516,2998.667971,4461.813649,6072.115989,6786.919207,5314.367246,3243.902505,1666.65849,369.835304,285.4017543,90.85030864,287.3472222,234.9266975,308.8873457,167.8981481,403.5949074,59,2,410.8465656,312.7390195,186.8879681,140.1790759,124.8860765,174.9607047,136.9984101,16.126992,1.016064,248.6335587,296.5121114,278.6098577,226.6055201,178.3205266,155.6380463,151.3880029,82.01363063,31.08374443,9.1897834,8.7878792,8.877187867,8.611117128,8.911132878,8.814370065,10.59093,9.471168,6.718464,2.152320071,2.209331844,2.009785394,1.64424369,1.239977751,1.060323229,0.795306046,0.534767986,0.444612905,164.5018258,149.9333985,148.7271216,155.6952818,165.5346148,171.4312015,180.2168058,185.1842767,184.917652,14.27008772
NCGC00016373-03,0,4645.938006,5268.180743,7469.487952,7573.808535,7423.109596,6674.738573,5848.473561,4765.192503,4302.371126,13416.56934,17054.78616,25419.41924,30588.2574,30438.95853,28801.96447,24807.09588,19496.7177,16269.31551,522.674488,547.590844,1002.25268,1344.85258,1796.653936,1538.126268,1586.942868,1186.557188,955.593192,96.47045,123.618921,188.4444619,244.393226,257.005207,239.0005028,213.39007,162.0852017,131.783092,11772.13163,10615.42381,21062.47778,27888.78123,41829.95048,33798.53709,36927.97568,26651.8679,21470.10527,157.7083333,179.4166667,290.3125,395.2777778,431.8333333,425.4583333,396.2083333,316.5833333,251.3333333,64.52691675,72.16685949,55.7424474,41.61433261,29.34035413,31.6338321,26.3444755,29.41476854,33.09516251,186.3412408,233.6272077,189.6971585,168.0673483,120.312089,136.5022013,111.7436751,120.3501092,125.1485809,7.259367889,7.501244438,7.479497612,7.38929989,7.101398957,7.289697953,7.148391297,7.324427086,7.350716862,1.339867361,1.693409877,1.406301955,1.342819923,1.015830858,1.132703805,0.961216531,1.000525936,1.013716092,163.5018282,145.4167646,157.18267,153.2350617,165.3357726,160.1826402,166.3422328,164.5177031,165.1546559,2.190393519
NCGC00016373-08,1,4645.938006,5268.180743,7469.487952,7573.808535,7423.109596,6674.738573,5848.473561,4765.192503,4302.371126,13416.56934,17054.78616,25419.41924,30588.2574,30438.95853,28801.96447,24807.09588,19496.7177,16269.31551,522.674488,547.590844,1002.25268,1344.85258,1796.653936,1538.126268,1586.942868,1186.557188,955.593192,96.47045,123.618921,188.4444619,244.393226,257.005207,239.0005028,213.39007,162.0852017,131.783092,11772.13163,10615.42381,21062.47778,27888.78123,41829.95048,33798.53709,36927.97568,26651.8679,21470.10527,157.7083333,179.4166667,290.3125,395.2777778,431.8333333,425.4583333,396.2083333,316.5833333,251.3333333,64.52691675,72.16685949,55.7424474,41.61433261,29.34035413,31.6338321,26.3444755,29.41476854,33.09516251,186.3412408,233.6272077,189.6971585,168.0673483,120.312089,136.5022013,111.7436751,120.3501092,125.1485809,7.259367889,7.501244438,7.479497612,7.38929989,7.101398957,7.289697953,7.148391297,7.324427086,7.350716862,1.339867361,1.693409877,1.406301955,1.342819923,1.015830858,1.132703805,0.961216531,1.000525936,1.013716092,163.5018282,145.4167646,157.18267,153.2350617,165.3357726,160.1826402,166.3422328,164.5177031,165.1546559,2.190393519
NCGC00016374-02,0,8048.503672,6181.397823,5432.222747,4852.792788,3683.091412,2789.547599,2149.363491,2929.487017,1617.486232,5299.971929,6406.968635,8661.500713,9035.002962,7563.354475,5333.701188,3280.836757,2485.814257,1924.920305,194.98978,192.440288,296.218912,370.856484,364.055956,308.614392,200.80258,135.46594,117.338112,47.09273214,48.87543011,66.06863228,70.63653059,58.12643885,39.45157914,28.6691675,19.2924288,13.44028209,3811.92132,3490.994084,5347.40606,7176.816107,7292.279482,6403.541857,4317.839565,2732.350915,2092.431997,225.6517543,83.9058642,265.1805556,208.3472222,208.4591049,168.0983796,107.8641975,65.87731481,214.8564815,349.9349422,268.7564271,155.2063642,107.8398397,81.84647583,73.40914735,85.97453966,183.0929385,134.7905193,230.4335621,278.5638537,247.4714489,200.7778436,168.0745439,140.3605576,131.2334703,155.363391,160.4100254,8.477816522,8.366969043,8.463397486,8.2412552,8.090132356,8.121431368,8.0321032,8.46662125,9.778176,2.047510093,2.125018701,1.887675208,1.56970068,1.291698641,1.038199451,1.1467667,1.2057768,1.120023507,165.7357095,151.7823515,152.7830303,159.4848024,162.0506552,168.5142594,172.7135826,170.7719322,174.3693331,9.81094584
NCGC00016374-05,0,8048.503672,6181.397823,5432.222747,4852.792788,3683.091412,2789.547599,2149.363491,2929.487017,1617.486232,5299.971929,6406.968635,8661.500713,9035.002962,7563.354475,5333.701188,3280.836757,2485.814257,1924.920305,194.98978,192.440288,296.218912,370.856484,364.055956,308.614392,200.80258,135.46594,117.338112,47.09273214,48.87543011,66.06863228,70.63653059,58.12643885,39.45157914,28.6691675,19.2924288,13.44028209,3811.92132,3490.994084,5347.40606,7176.816107,7292.279482,6403.541857,4317.839565,2732.350915,2092.431997,225.6517543,83.9058642,265.1805556,208.3472222,208.4591049,168.0983796,107.8641975,65.87731481,214.8564815,349.9349422,268.7564271,155.2063642,107.8398397,81.84647583,73.40914735,85.97453966,183.0929385,134.7905193,230.4335621,278.5638537,247.4714489,200.7778436,168.0745439,140.3605576,131.2334703,155.363391,160.4100254,8.477816522,8.366969043,8.463397486,8.2412552,8.090132356,8.121431368,8.0321032,8.46662125,9.778176,2.047510093,2.125018701,1.887675208,1.56970068,1.291698641,1.038199451,1.1467667,1.2057768,1.120023507,165.7357095,151.7823515,152.7830303,159.4848024,162.0506552,168.5142594,172.7135826,170.7719322,174.3693331,9.81094584
NCGC00016375-01,0,4581.894148,4967.725482,6390.476828,6684.028023,6313.759153,5909.285413,5405.889322,3729.791131,2792.021922,7952.972281,9650.624452,13188.90141,14385.91582,13518.29364,12314.2815,11263.66038,10198.80694,8340.179866,287.501945,295.38884,486.190822,525.069572,600.903514,545.393268,502.425484,466.953708,469.858072,55.51419667,65.82456431,90.45179798,101.0854492,96.55673855,85.35203262,78.00800046,75.47401394,59.09103617,5804.474603,5436.346046,9321.252585,10050.43077,11982.1081,10882.57465,9717.426263,9520.973057,9829.107776,218.7439129,122.8873457,288.9938272,264.787037,336.3425926,248.7592593,342.7222222,213.6111111,220.2222222,130.9112614,137.9923745,110.180635,104.4379379,87.69109935,88.19828975,93.20498831,63.21679883,48.138309,227.2277794,268.0729014,227.3948518,224.7799348,187.7540784,183.7952463,194.201041,172.8611346,143.7962046,8.214341286,8.205245556,8.382600379,8.204212063,8.345882139,8.14019803,8.662508345,7.914469627,8.101001241,1.586119905,1.82846012,1.559513758,1.579460143,1.341065813,1.273910935,1.344965525,1.279220575,1.018810968,165.8421315,151.0096124,160.7112515,157.0379808,166.4181681,162.4264873,167.5418321,161.3724247,169.4673755,6.249826083
NCGC00016375-09,0,4581.894148,4967.725482,6390.476828,6684.028023,6313.759153,5909.285413,5405.889322,3729.791131,2792.021922,7952.972281,9650.624452,13188.90141,14385.91582,13518.29364,12314.2815,11263.66038,10198.80694,8340.179866,287.501945,295.38884,486.190822,525.069572,600.903514,545.393268,502.425484,466.953708,469.858072,55.51419667,65.82456431,90.45179798,101.0854492,96.55673855,85.35203262,78.00800046,75.47401394,59.09103617,5804.474603,5436.346046,9321.252585,10050.43077,11982.1081,10882.57465,9717.426263,9520.973057,9829.107776,218.7439129,122.8873457,288.9938272,264.787037,336.3425926,248.7592593,342.7222222,213.6111111,220.2222222,130.9112614,137.9923745,110.180635,104.4379379,87.69109935,88.19828975,93.20498831,63.21679883,48.138309,227.2277794,268.0729014,227.3948518,224.7799348,187.7540784,183.7952463,194.201041,172.8611346,143.7962046,8.214341286,8.205245556,8.382600379,8.204212063,8.345882139,8.14019803,8.662508345,7.914469627,8.101001241,1.586119905,1.82846012,1.559513758,1.579460143,1.341065813,1.273910935,1.344965525,1.279220575,1.018810968,165.8421315,151.0096124,160.7112515,157.0379808,166.4181681,162.4264873,167.5418321,161.3724247,169.4673755,6.249826083
