,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
4265,35,9,3,tertiary,0,5301,0,0,cellular,21,0,937,2,-1,0,11,1
4266,35,4,3,tertiary,0,7918,0,0,cellular,7,sep,497,1,-1,0,11,1
4267,34,9,2,secondary,0,1,0,0,cellular,28,aug,535,2,-1,0,11,1
4268,45,4,2,tertiary,0,160,0,0,cellular,30,apr,619,1,-1,0,11,1
4269,24,7,3,secondary,0,414,1,0,cellular,18,may,493,1,370,1,13,1
4270,45,11,2,tertiary,0,406,0,0,cellular,7,sep,314,1,-1,0,11,1
4271,42,2,2,secondary,0,0,1,0,cellular,9,apr,331,1,140,4,12,1
4272,30,9,3,tertiary,0,655,0,0,cellular,6,oct,384,2,-1,0,11,1
4273,60,5,1,secondary,0,514,0,0,cellular,16,mar,263,1,124,9,13,1
4274,40,9,2,tertiary,0,11766,1,0,cellular,13,apr,218,2,242,9,12,1
4275,25,1,2,secondary,0,0,0,1,cellular,15,jul,1424,4,-1,0,11,1
4276,48,4,2,secondary,0,2892,0,0,cellular,7,jul,407,1,385,1,14,1
4277,28,0,3,secondary,0,762,0,0,cellular,18,sep,115,3,-1,0,11,1
4278,55,4,1,tertiary,0,2037,0,0,cellular,2,0,209,2,273,1,12,1
4279,47,4,3,tertiary,0,255,0,1,cellular,30,jul,802,4,-1,0,11,1
4280,32,8,2,secondary,0,1536,0,0,cellular,7,aug,289,2,-1,0,11,1
4281,55,9,1,tertiary,0,0,0,0,cellular,18,aug,237,1,-1,0,11,1
4282,27,9,3,secondary,0,2,1,1,cellular,6,may,554,2,356,1,12,1
4283,42,4,2,tertiary,0,1435,1,0,cellular,7,may,1148,1,-1,0,11,1
4284,47,9,2,secondary,0,1219,0,0,cellular,18,aug,697,4,-1,0,11,1
4285,36,2,2,secondary,0,2971,0,0,cellular,12,0,247,1,97,8,12,1
4286,64,5,2,primary,0,440,0,0,cellular,6,feb,495,1,-1,0,11,1
4287,34,4,2,tertiary,0,3301,1,0,cellular,17,sep,164,5,92,6,14,1
4288,72,0,2,primary,0,2321,0,0,cellular,14,sep,221,2,64,12,12,1
4289,27,8,3,secondary,0,213,0,0,cellular,27,mar,378,1,-1,0,11,1
4290,54,7,1,secondary,0,0,0,0,cellular,18,mar,362,1,290,3,14,1
4291,19,8,3,11,0,108,0,0,cellular,10,aug,168,1,182,2,14,1
4292,33,0,2,secondary,0,920,0,0,cellular,30,apr,344,1,-1,0,11,1
4293,36,0,2,secondary,0,1031,0,0,cellular,17,jun,282,4,-1,0,11,1
4294,26,8,3,tertiary,0,294,0,0,cellular,5,mar,87,1,91,2,14,1
4295,42,0,1,secondary,0,527,0,1,cellular,22,oct,181,1,185,1,14,1
4296,24,4,3,tertiary,0,1030,0,0,cellular,4,mar,396,2,-1,0,11,1
4297,28,6,3,tertiary,0,2503,0,0,cellular,25,may,426,1,-1,0,11,1
4298,58,11,2,11,0,1547,0,0,telephone,5,aug,1186,4,-1,0,11,1
4299,59,4,2,tertiary,0,1,1,0,cellular,29,apr,210,1,-1,0,11,1
4300,46,9,2,secondary,0,1167,1,0,cellular,21,0,1540,2,-1,0,11,1
4301,49,9,2,tertiary,0,523,1,0,cellular,3,mar,152,2,-1,0,11,1
4302,45,1,1,primary,0,-207,0,0,cellular,15,jul,878,2,-1,0,11,1
4303,32,4,3,tertiary,0,3283,0,0,cellular,12,aug,623,2,191,2,14,1
4304,46,1,2,secondary,0,1147,1,0,cellular,20,apr,720,1,-1,0,11,1
4305,29,4,3,tertiary,0,1170,0,0,cellular,20,apr,453,1,-1,0,11,1
4306,30,4,3,secondary,0,4642,1,0,cellular,21,0,528,1,-1,0,11,1
4307,31,6,2,tertiary,0,2666,0,0,cellular,10,0,318,2,97,6,14,1
4308,31,4,2,tertiary,0,792,0,0,cellular,20,aug,763,14,-1,0,11,1
4309,33,1,3,primary,0,127,1,0,11,29,may,1059,2,-1,0,11,1
4310,49,7,1,secondary,0,0,0,0,cellular,28,jul,412,2,-1,0,11,1
4311,30,0,2,secondary,0,0,0,0,cellular,1,jun,318,1,-1,0,11,1
4312,29,6,3,tertiary,0,121,1,0,11,30,may,1500,2,-1,0,11,1
4313,44,7,3,secondary,0,618,0,0,cellular,12,may,193,1,-1,0,11,1
4314,34,1,2,secondary,0,2495,1,0,11,23,may,924,1,-1,0,11,1
4315,62,5,2,secondary,0,569,0,0,cellular,4,feb,94,5,184,1,14,1
4316,58,4,2,tertiary,0,473,0,0,cellular,18,feb,1109,1,262,1,14,1
4317,60,4,2,tertiary,0,474,0,0,cellular,31,aug,415,5,186,3,13,1
4318,62,5,1,tertiary,0,0,0,0,cellular,13,0,227,2,-1,0,11,1
4319,53,0,2,secondary,0,1796,0,0,telephone,15,dec,476,1,193,1,12,1
4320,32,4,3,tertiary,0,520,0,0,cellular,3,feb,443,2,-1,0,11,1
4321,39,1,2,primary,0,118,0,0,cellular,3,feb,906,1,-1,0,11,1
4322,58,4,2,tertiary,0,3342,0,0,cellular,5,feb,344,5,-1,0,11,1
4323,38,0,3,secondary,0,3239,0,0,11,5,jun,817,2,-1,0,11,1
4324,56,9,2,secondary,0,23,0,0,cellular,20,0,857,3,-1,0,11,1
4325,52,4,2,tertiary,0,40,0,0,cellular,19,0,1265,3,-1,0,11,1
4326,45,4,2,tertiary,0,226,1,0,cellular,13,aug,177,6,179,10,14,1
4327,28,4,3,tertiary,0,939,1,0,11,27,may,740,1,-1,0,11,1
4328,29,1,3,secondary,0,-20,0,1,cellular,21,jul,574,1,-1,0,11,1
4329,29,1,2,secondary,0,940,1,1,cellular,15,may,382,1,-1,0,11,1
4330,60,1,2,primary,0,5,0,0,cellular,29,jan,533,1,92,1,14,1
4331,31,4,2,secondary,0,0,0,0,cellular,11,aug,720,1,-1,0,11,1
4332,31,7,2,secondary,0,447,0,0,cellular,4,jun,327,3,77,3,14,1
4333,57,9,1,tertiary,0,126,0,0,telephone,4,jun,166,2,-1,0,11,1
4334,25,9,3,secondary,0,4718,0,0,cellular,24,jul,709,1,-1,0,11,1
4335,27,4,3,secondary,0,843,0,0,cellular,8,jan,187,1,-1,0,11,1
4336,24,1,2,primary,0,656,1,0,11,16,may,894,1,-1,0,11,1
4337,39,7,3,secondary,0,91,0,0,cellular,3,sep,213,1,185,1,14,1
4338,27,7,2,secondary,0,0,1,0,cellular,22,jul,1608,13,-1,0,11,1
4339,24,6,3,tertiary,0,2984,1,0,11,27,may,935,1,-1,0,11,1
4340,56,4,2,primary,0,870,0,0,cellular,16,0,257,1,-1,0,11,1
4341,33,0,3,tertiary,0,7608,0,0,cellular,30,mar,238,4,-1,0,11,1
4342,38,9,2,secondary,0,5115,1,0,cellular,2,jun,318,1,95,7,14,1
4343,34,0,2,secondary,0,247,0,0,cellular,8,oct,401,2,-1,0,11,1
4344,45,1,2,secondary,0,154,1,0,11,7,may,1138,1,-1,0,11,1
4345,35,4,2,tertiary,0,1731,0,0,cellular,31,jul,361,4,-1,0,11,1
4346,52,4,2,tertiary,0,3634,0,0,cellular,8,feb,341,8,-1,0,11,1
4347,38,0,1,secondary,0,19,1,0,cellular,5,feb,1130,3,251,2,14,1
4348,23,9,3,tertiary,0,1129,1,0,11,28,may,806,1,-1,0,11,1
4349,38,1,1,secondary,0,0,1,0,cellular,21,oct,576,1,183,4,14,1
4350,36,9,3,secondary,0,12264,0,0,cellular,12,apr,158,2,-1,0,11,1
4351,33,7,2,secondary,0,478,0,0,cellular,30,apr,475,2,-1,0,11,1
4352,43,4,3,tertiary,0,2081,0,0,cellular,22,oct,554,3,-1,0,11,1
4353,41,9,2,secondary,0,965,0,0,cellular,22,aug,336,10,-1,0,11,1
4354,46,9,2,secondary,0,332,1,0,11,9,may,772,1,-1,0,11,1
4355,60,3,2,primary,0,1163,0,0,cellular,30,apr,470,8,-1,0,11,1
4356,40,10,2,secondary,0,1960,1,0,11,2,jun,605,6,-1,0,11,1
4357,33,0,1,secondary,0,294,1,0,cellular,8,may,763,1,-1,0,11,1
4358,35,6,2,secondary,0,188,1,1,11,5,jun,1865,2,-1,0,11,1
4359,36,4,2,tertiary,0,254,0,0,cellular,3,feb,303,2,-1,0,11,1
4360,28,8,3,secondary,0,1377,1,0,cellular,14,may,688,2,-1,0,11,1
4361,60,5,2,secondary,0,523,0,0,cellular,13,aug,192,3,-1,0,11,1
4362,47,4,2,tertiary,0,600,0,0,cellular,19,aug,290,15,-1,0,11,1
4363,35,8,2,tertiary,0,387,1,0,cellular,8,may,1024,3,347,3,12,1
4364,53,0,2,secondary,0,849,1,0,cellular,6,feb,3102,3,-1,0,11,1
4365,39,1,1,primary,0,1317,1,0,cellular,20,0,543,1,170,4,13,1
4366,46,7,2,secondary,0,273,0,0,cellular,22,aug,565,2,-1,0,11,1
4367,34,4,2,tertiary,0,0,1,0,cellular,30,apr,300,1,86,1,14,1
4368,58,5,1,primary,0,2538,1,0,cellular,19,0,680,2,111,6,12,1
4369,34,9,2,secondary,0,133,0,0,cellular,15,0,401,2,187,5,14,1
4370,33,0,3,tertiary,0,146,0,0,cellular,22,oct,380,1,91,3,14,1
4371,42,9,3,11,0,11115,0,0,cellular,30,apr,328,1,-1,0,11,1
4372,32,7,3,secondary,0,486,0,0,cellular,29,jan,1181,1,-1,0,11,1
4373,47,4,3,tertiary,0,159,0,0,telephone,29,oct,220,3,155,3,13,1
4374,35,1,2,11,0,1201,0,0,11,18,jun,537,1,-1,0,11,1
4375,77,5,2,primary,0,2590,0,0,telephone,13,0,212,3,277,12,12,1
4376,62,5,2,11,0,800,0,0,cellular,17,feb,737,1,-1,0,11,1
4377,62,6,1,secondary,0,0,1,0,cellular,20,aug,158,1,-1,0,11,1
4378,38,4,2,tertiary,0,385,1,0,telephone,28,oct,154,1,-1,0,11,1
4379,37,4,2,tertiary,0,238,0,0,cellular,3,feb,185,1,92,1,14,1
4380,38,4,2,tertiary,0,238,0,0,cellular,4,aug,139,1,92,3,12,1
4381,31,4,2,tertiary,0,1812,0,0,cellular,30,apr,461,1,-1,0,11,1
4382,38,4,2,tertiary,0,413,0,0,cellular,13,oct,252,2,183,3,14,1
4383,31,1,2,secondary,0,152,1,1,cellular,8,jul,831,1,-1,0,11,1
4384,34,1,2,primary,0,1031,1,0,11,29,may,751,3,-1,0,11,1
4385,33,4,3,tertiary,0,3143,0,0,cellular,29,jun,421,2,-1,0,11,1
4386,38,4,2,tertiary,0,613,0,0,cellular,3,feb,239,1,-1,0,11,1
4387,28,7,3,secondary,0,168,0,0,cellular,12,jan,387,1,194,1,13,1
4388,67,5,3,tertiary,0,2144,0,0,telephone,21,apr,847,2,-1,0,11,1
4389,31,4,2,tertiary,0,1331,0,0,cellular,30,apr,297,1,86,3,14,1
4390,49,9,2,tertiary,0,2611,0,0,cellular,20,apr,194,2,-1,0,11,1
4391,53,9,3,secondary,0,925,0,0,cellular,25,aug,930,3,-1,0,11,1
4392,31,9,3,tertiary,0,985,1,0,cellular,17,apr,997,1,57,2,12,1
4393,60,9,1,secondary,0,367,0,0,cellular,16,aug,318,2,-1,0,11,1
4394,30,10,3,tertiary,0,302,0,0,cellular,11,feb,528,3,-1,0,11,1
4395,38,0,2,secondary,0,47,1,0,cellular,4,may,288,5,-1,0,11,1
4396,49,1,2,secondary,0,1946,0,0,cellular,16,jul,486,1,-1,0,11,1
4397,40,9,2,secondary,0,2266,0,0,cellular,16,oct,447,1,147,5,12,1
4398,34,9,3,tertiary,0,992,1,0,cellular,5,feb,71,2,-1,0,11,1
4399,35,4,3,tertiary,0,3544,1,0,cellular,8,jun,380,1,-1,0,11,1
4400,33,1,3,secondary,0,76,1,0,11,4,jun,1141,4,-1,0,11,1
4401,34,4,3,11,0,6013,1,0,cellular,18,may,612,1,-1,0,11,1
4402,28,3,3,tertiary,0,19,0,0,cellular,17,apr,149,1,-1,0,11,1
4403,27,1,3,primary,0,232,1,0,cellular,26,oct,701,2,-1,0,11,1
4404,22,10,3,tertiary,0,993,0,0,cellular,28,jul,115,3,93,1,13,1
4405,27,1,3,secondary,0,535,0,0,cellular,13,may,159,1,87,3,14,1
4406,34,9,2,tertiary,0,127,0,0,cellular,3,jun,117,1,-1,0,11,1
4407,62,3,2,tertiary,0,1528,0,0,cellular,15,oct,134,2,184,1,14,1
4408,36,1,2,secondary,0,324,1,1,cellular,16,jul,830,1,-1,0,11,1
4409,47,7,1,tertiary,0,1639,0,0,cellular,12,jan,349,1,-1,0,11,1
4410,32,0,2,secondary,0,0,1,0,cellular,30,apr,177,2,-1,0,11,1
4411,33,0,2,secondary,0,-370,1,0,cellular,7,may,261,1,345,1,12,1
4412,27,9,3,tertiary,0,11862,0,0,cellular,25,0,285,2,97,7,14,1
4413,35,4,2,tertiary,0,323,0,0,cellular,11,jan,261,2,-1,0,11,1
4414,47,3,2,secondary,0,3940,1,0,cellular,5,aug,226,3,97,2,12,1
4415,57,4,1,tertiary,0,8897,1,0,cellular,12,aug,865,2,-1,0,11,1
4416,26,9,3,secondary,0,2002,0,0,cellular,29,jan,146,1,-1,0,11,1
4417,46,1,2,secondary,0,668,1,0,11,15,may,1263,2,-1,0,11,1
4418,58,7,2,primary,0,2946,1,0,cellular,14,may,467,1,-1,0,11,1
4419,43,7,2,tertiary,0,4216,0,0,cellular,24,dec,150,2,195,2,14,1
4420,49,7,2,primary,0,0,1,0,cellular,6,may,445,2,166,3,12,1
4421,34,9,2,tertiary,0,23076,0,0,cellular,26,may,243,2,35,6,13,1
4422,28,10,2,primary,0,7459,1,0,cellular,2,feb,981,5,269,2,12,1
4423,33,1,2,primary,0,5,1,0,cellular,17,apr,1007,2,-1,0,11,1
4424,25,8,3,secondary,0,4147,0,0,cellular,14,aug,211,3,-1,0,11,1
4425,26,7,3,tertiary,0,0,0,1,telephone,1,jul,261,4,-1,0,11,1
4426,32,0,3,secondary,0,131,1,0,cellular,22,jun,522,1,183,2,14,1
4427,29,4,2,secondary,0,231,0,0,cellular,14,may,1075,1,14,1,12,1
4428,30,4,3,tertiary,0,720,0,0,cellular,15,jan,1265,4,210,4,13,1
4429,23,9,3,secondary,0,598,0,0,cellular,11,0,406,1,195,1,12,1
4430,41,9,2,secondary,0,1819,0,0,cellular,22,sep,397,1,371,3,12,1
4431,66,4,2,secondary,0,587,0,0,cellular,12,may,457,2,392,2,14,1
4432,62,5,2,secondary,0,1495,0,0,cellular,13,oct,896,1,57,2,14,1
4433,28,6,3,tertiary,0,442,0,0,cellular,19,jun,474,3,95,3,13,1
4434,33,4,2,tertiary,0,271,1,0,cellular,13,0,182,2,91,2,14,1
4435,77,5,2,primary,0,29340,0,0,cellular,15,mar,257,1,91,2,13,1
4436,54,4,2,tertiary,0,1014,0,1,cellular,30,apr,240,1,162,2,12,1
4437,50,4,2,tertiary,0,2366,0,0,cellular,28,jan,816,2,149,1,13,1
4438,31,3,3,primary,0,26965,0,0,cellular,21,apr,654,2,-1,0,11,1
4439,45,4,3,tertiary,0,1411,0,0,cellular,7,sep,800,2,102,3,12,1
4440,30,4,3,tertiary,0,617,0,0,cellular,27,feb,192,2,-1,0,11,1
4441,40,9,1,tertiary,0,4736,1,0,cellular,11,feb,285,2,-1,0,11,1
4442,67,5,2,11,0,2540,0,0,telephone,14,sep,279,3,92,9,14,1
4443,39,7,3,secondary,0,403,1,0,cellular,7,may,1262,3,-1,0,11,1
4444,20,1,3,secondary,0,423,1,0,cellular,16,apr,498,1,-1,0,11,1
4445,31,4,2,tertiary,0,131,0,0,cellular,18,feb,332,2,-1,0,11,1
4446,31,0,3,tertiary,0,4041,0,0,cellular,30,apr,1034,2,-1,0,11,1
4447,33,4,2,tertiary,0,273,1,0,11,16,may,803,1,-1,0,11,1
4448,45,1,2,primary,0,101,1,0,11,12,may,460,5,-1,0,11,1
4449,45,0,2,secondary,0,0,0,1,telephone,15,jul,533,3,-1,0,11,1
4450,31,9,3,secondary,0,2544,0,0,cellular,15,jul,252,1,184,3,14,1
4451,33,9,2,tertiary,0,1699,0,0,cellular,6,0,178,2,94,1,14,1
4452,41,1,2,secondary,0,2689,1,0,cellular,15,apr,135,1,-1,0,11,1
4453,31,4,2,tertiary,0,3160,1,0,cellular,26,apr,688,2,-1,0,11,1
4454,50,3,2,secondary,0,388,0,0,cellular,11,mar,203,2,-1,0,11,1
4455,56,5,2,secondary,0,393,0,1,cellular,26,jul,183,1,221,2,12,1
4456,28,8,3,secondary,0,69,0,0,cellular,30,jan,532,2,-1,0,11,1
4457,35,9,3,tertiary,0,2658,1,0,cellular,19,aug,768,2,141,3,12,1
4458,30,7,3,secondary,1,-366,1,0,cellular,18,jul,516,1,-1,0,11,1
4459,64,5,2,secondary,0,466,1,0,cellular,18,oct,526,1,-1,0,11,1
4460,32,8,3,tertiary,0,64,0,0,cellular,30,jun,598,4,105,5,12,1
4461,29,1,2,secondary,0,580,1,1,cellular,17,apr,1311,2,-1,0,11,1
4462,29,4,3,secondary,0,3317,0,1,telephone,4,may,640,7,-1,0,11,1
4463,51,1,2,secondary,0,955,0,1,cellular,17,dec,221,3,-1,0,11,1
4464,40,3,3,tertiary,0,7441,0,0,cellular,31,jul,1461,6,-1,0,11,1
4465,45,9,2,tertiary,0,377,1,0,11,19,jun,835,3,-1,0,11,1
4466,36,0,3,tertiary,0,994,0,0,cellular,6,may,211,1,90,6,14,1
4467,31,1,2,secondary,0,1766,0,1,cellular,5,jun,166,2,-1,0,11,1
4468,43,7,2,secondary,0,-236,1,0,cellular,28,jul,745,7,-1,0,11,1
4469,42,7,2,secondary,0,774,0,0,cellular,28,jan,997,1,-1,0,11,1
4470,46,0,2,secondary,0,659,1,0,telephone,29,jul,1127,11,-1,0,11,1
4471,34,9,2,tertiary,0,149,0,0,cellular,22,aug,739,2,-1,0,11,1
4472,52,1,2,secondary,0,1405,0,1,cellular,17,jul,753,2,-1,0,11,1
4473,47,0,2,secondary,0,290,1,0,cellular,22,jul,1352,2,-1,0,11,1
4474,40,8,3,secondary,0,595,1,0,cellular,3,jun,406,2,-1,0,11,1
4475,26,8,3,secondary,0,4613,0,0,cellular,28,may,663,3,196,2,13,1
4476,45,9,2,secondary,0,0,1,0,cellular,7,dec,344,1,-1,0,11,1
4477,55,5,1,secondary,0,2204,0,0,cellular,22,feb,261,1,264,1,12,1
4478,42,10,2,tertiary,0,576,0,0,cellular,3,jun,447,2,96,1,14,1
4479,40,4,3,tertiary,0,3840,1,0,cellular,24,sep,232,2,409,2,14,1
4480,43,9,2,secondary,0,1358,0,0,cellular,10,mar,159,3,-1,0,11,1
4481,26,8,3,tertiary,0,5169,1,0,cellular,25,may,397,1,35,2,12,1
4482,31,1,2,secondary,0,0,1,0,11,10,aug,97,1,782,1,13,1
4483,31,4,3,tertiary,0,533,0,0,cellular,11,feb,144,1,91,9,14,1
4484,29,7,3,tertiary,0,1788,0,0,cellular,27,oct,353,1,-1,0,11,1
4485,44,6,1,tertiary,0,1070,1,0,cellular,12,aug,137,2,104,3,14,1
4486,35,4,3,tertiary,0,80,0,0,cellular,4,sep,434,2,94,1,13,1
4487,36,9,3,secondary,0,3254,1,0,11,27,oct,207,1,-1,0,11,1
4488,30,0,3,secondary,0,1309,0,0,cellular,28,jan,622,1,-1,0,11,1
4489,48,4,2,tertiary,0,0,0,1,cellular,19,feb,204,4,182,1,14,1
4490,33,4,3,11,0,1534,1,0,cellular,11,jul,1041,2,-1,0,11,1
4491,36,4,2,tertiary,0,535,0,0,cellular,20,apr,150,2,-1,0,11,1
4492,46,0,2,secondary,0,368,0,0,cellular,20,aug,293,1,90,4,13,1
4493,35,10,3,tertiary,0,415,0,0,cellular,4,may,164,2,89,2,14,1
4494,46,9,2,secondary,0,3434,0,1,cellular,8,jun,148,2,101,1,14,1
4495,32,0,2,secondary,0,35,0,0,cellular,17,dec,324,3,126,3,14,1
4496,46,7,2,secondary,0,2948,0,0,cellular,21,0,893,1,-1,0,11,1
4497,54,3,2,tertiary,0,2473,0,0,cellular,5,mar,607,2,-1,0,11,1
4498,36,4,2,tertiary,0,1133,1,0,cellular,4,aug,293,1,181,2,13,1
4499,29,0,3,secondary,0,306,1,0,cellular,18,may,774,4,-1,0,11,1
4500,58,4,2,secondary,0,-382,0,0,cellular,31,jul,644,12,-1,0,11,1
4501,35,0,1,secondary,0,1224,1,0,cellular,3,0,187,1,-1,0,11,1
4502,30,4,3,tertiary,0,5359,0,0,cellular,27,may,119,1,98,1,14,1
4503,31,9,2,tertiary,0,2166,0,0,cellular,13,jul,577,6,182,2,14,1
4504,35,4,2,tertiary,0,925,0,0,cellular,8,jun,200,4,-1,0,11,1
4505,36,4,2,tertiary,0,495,0,0,cellular,5,aug,157,3,97,2,14,1
4506,34,0,2,secondary,0,2374,1,0,cellular,9,0,161,1,209,2,12,1
4507,28,8,3,secondary,0,1925,0,0,cellular,25,may,252,1,88,4,12,1
4508,23,7,3,secondary,0,279,1,0,cellular,18,may,843,1,370,1,12,1
4509,46,1,2,11,0,842,1,0,telephone,8,may,833,1,-1,0,11,1
4510,33,10,3,tertiary,0,6748,0,0,cellular,14,aug,1579,2,-1,0,11,1
4511,25,4,2,tertiary,0,-242,1,1,cellular,18,may,600,4,332,4,13,1
4512,43,1,2,primary,0,3917,0,0,cellular,2,mar,154,1,-1,0,11,1
4513,38,9,3,secondary,0,1711,0,0,telephone,30,sep,234,1,-1,0,11,1
4514,62,5,2,secondary,0,298,0,0,cellular,17,0,709,2,-1,0,11,1
4515,33,11,2,secondary,0,335,0,0,cellular,4,feb,891,2,177,7,12,1
4516,53,4,2,11,0,2240,1,0,cellular,2,jun,282,2,385,1,14,1
4517,38,9,2,secondary,0,1478,0,0,cellular,12,aug,926,4,-1,0,11,1
4518,32,2,2,secondary,0,390,0,0,cellular,6,sep,440,1,280,1,12,1
4519,24,8,3,secondary,0,1234,0,0,cellular,21,jul,314,1,156,2,14,1
4520,26,4,3,tertiary,0,3704,0,0,cellular,19,aug,238,4,-1,0,11,1
4521,55,1,2,11,0,890,0,0,cellular,22,aug,1329,2,-1,0,11,1
4522,47,4,2,tertiary,0,3663,0,0,cellular,30,mar,364,3,-1,0,11,1
4523,58,1,3,secondary,0,119,1,1,cellular,12,may,985,1,-1,0,11,1
4524,30,1,2,secondary,0,167,1,0,cellular,10,jul,255,1,-1,0,11,1
4525,39,9,3,secondary,0,1022,1,0,11,20,may,1410,2,-1,0,11,1
4526,30,0,3,tertiary,0,305,0,0,cellular,4,feb,227,2,-1,0,11,1
4527,34,1,1,11,0,172,0,0,cellular,15,jun,177,1,-1,0,11,1
4528,34,4,2,tertiary,0,3047,0,0,cellular,30,apr,317,1,160,5,13,1
4529,56,4,2,tertiary,0,616,0,0,cellular,30,apr,225,1,83,1,14,1
4530,27,7,3,secondary,0,453,0,0,cellular,19,apr,142,2,-1,0,11,1
4531,46,6,3,secondary,0,526,0,0,cellular,30,apr,523,1,87,2,13,1
4532,32,4,2,tertiary,0,169,0,0,telephone,14,aug,698,2,-1,0,11,1
4533,27,7,3,secondary,0,1347,0,0,telephone,28,dec,824,1,193,11,14,1
4534,36,1,2,primary,0,378,1,0,cellular,5,may,1240,1,-1,0,11,1
4535,46,0,3,tertiary,0,2889,1,0,cellular,5,may,494,1,-1,0,11,1
4536,46,9,2,secondary,0,57,0,0,11,28,may,796,1,-1,0,11,1
4537,49,4,2,tertiary,0,0,0,0,telephone,17,oct,223,1,-1,0,11,1
4538,39,9,2,tertiary,0,1293,0,0,cellular,3,jun,140,2,-1,0,11,1
4539,33,9,3,secondary,0,2085,0,0,cellular,9,feb,501,2,-1,0,11,1
4540,48,2,3,secondary,0,315,0,0,11,11,feb,271,1,-1,0,11,1
4541,38,1,2,secondary,0,1627,0,0,11,16,jun,1323,9,-1,0,11,1
4542,60,5,2,secondary,0,1853,0,0,cellular,10,feb,234,1,183,1,14,1
4543,33,9,3,secondary,0,1429,1,0,cellular,31,aug,268,8,-1,0,11,1
4544,64,4,2,tertiary,0,3951,0,0,cellular,28,jan,134,1,91,1,14,1
4545,22,6,3,tertiary,0,780,0,0,cellular,17,mar,272,3,-1,0,11,1
4546,34,9,1,tertiary,0,674,1,0,cellular,7,aug,587,2,-1,0,11,1
4547,36,1,2,secondary,0,218,1,0,cellular,4,may,619,6,-1,0,11,1
4548,72,5,2,primary,0,763,0,0,cellular,24,apr,384,2,-1,0,11,1
4549,37,7,2,secondary,0,4151,1,1,cellular,30,jul,543,4,-1,0,11,1
4550,78,5,1,primary,0,2787,0,0,telephone,1,jul,372,1,-1,0,11,1
4551,31,9,2,tertiary,0,26,0,1,cellular,18,0,419,1,127,6,13,1
4552,20,8,3,secondary,0,153,0,0,11,21,jun,100,1,-1,0,11,1
4553,60,6,2,primary,0,362,0,1,cellular,29,jul,816,6,-1,0,11,1
4554,36,6,2,secondary,0,1184,1,0,cellular,6,apr,1063,1,-1,0,11,1
4555,51,9,2,secondary,0,6840,0,0,telephone,7,jul,257,1,-1,0,11,1
4556,26,1,3,secondary,0,3145,0,0,cellular,28,dec,1141,1,209,1,13,1
4557,48,0,2,secondary,0,660,0,0,cellular,18,feb,318,1,561,2,14,1
4558,49,4,2,tertiary,0,1311,1,0,cellular,8,may,813,1,-1,0,11,1
4559,20,8,3,secondary,0,215,0,0,cellular,24,0,325,1,95,5,14,1
4560,77,5,2,primary,0,3324,0,0,cellular,13,may,289,1,91,5,14,1
4561,42,4,3,tertiary,1,0,1,0,cellular,21,0,824,1,-1,0,11,1
4562,31,0,3,secondary,0,747,1,0,11,26,may,543,2,-1,0,11,1
4563,56,1,2,secondary,0,448,1,1,cellular,17,may,556,1,181,2,13,1
4564,32,9,3,tertiary,0,1246,1,0,cellular,30,apr,509,1,85,2,14,1
4565,33,4,2,tertiary,0,271,1,0,cellular,14,aug,801,2,-1,0,11,1
4566,33,4,3,tertiary,0,1271,1,0,cellular,15,apr,636,3,330,1,12,1
4567,54,3,2,secondary,0,962,1,0,cellular,29,oct,288,3,-1,0,11,1
4568,28,8,3,tertiary,0,3054,0,0,cellular,30,apr,384,1,80,6,13,1
4569,41,10,2,tertiary,0,0,0,0,cellular,30,oct,373,3,-1,0,11,1
4570,51,4,2,tertiary,0,346,0,0,cellular,12,0,134,2,192,3,12,1
4571,43,1,1,primary,0,3550,0,0,cellular,20,0,1154,1,-1,0,11,1
4572,36,4,3,tertiary,0,1379,0,0,cellular,25,may,189,1,186,1,12,1
4573,49,4,2,tertiary,0,1093,1,1,cellular,12,jan,243,2,91,2,14,1
4574,47,0,1,secondary,0,295,1,0,11,6,jun,94,2,-1,0,11,1
4575,30,7,2,secondary,0,129,1,0,11,26,may,1446,7,-1,0,11,1
4576,31,9,2,tertiary,0,636,1,0,cellular,4,may,352,4,-1,0,11,1
4577,39,9,2,secondary,0,4101,1,0,cellular,18,feb,146,2,264,1,13,1
4578,40,4,2,tertiary,0,3352,1,0,telephone,23,oct,138,1,-1,0,11,1
4579,48,4,3,tertiary,0,334,1,0,cellular,28,sep,600,2,92,12,14,1
4580,30,7,1,secondary,0,341,1,0,cellular,20,0,478,1,-1,0,11,1
4581,41,2,2,secondary,0,8491,1,0,cellular,18,0,929,1,-1,0,11,1
4582,33,7,2,secondary,0,227,1,1,cellular,13,aug,477,2,-1,0,11,1
4583,25,8,3,secondary,0,125,0,0,cellular,9,feb,215,1,92,2,14,1
4584,49,0,2,secondary,0,3608,1,0,11,13,0,231,1,-1,0,11,1
4585,32,4,3,tertiary,0,2536,1,0,cellular,26,aug,958,6,-1,0,11,1
4586,64,4,2,tertiary,0,4688,0,0,cellular,21,oct,200,1,-1,0,11,1
4587,28,8,3,secondary,0,0,0,0,cellular,18,feb,209,20,-1,0,11,1
4588,37,4,2,tertiary,0,1113,0,0,cellular,2,mar,229,1,182,1,14,1
